vorlage_titel_de,urnengang_datum,thema,Parent,thema_ave,thema_count,thema1,Code,thema1_ave,thema1_count,thema2,thema3,stimmbeteiligung,ja_prozent,year,ImageURL
Bundesbeschluss betreffend Gewährung eines Beitrags von 10'000 Franken an die Kanzleikosten der schweizerischen Gesandtschaft in Washington,1884-05-10T23:06:32Z,Aussenpolitik,200,50.44954623,33,Diplomatie,200,52.91376104,2,#N/A,#N/A,59.49985732,38.54392989,1884,1884-05-10T23:06:32Z
Bundesgesetz betreffend die Ergänzung des Bundesstrafrechtes vom 4. Februar 1853,1884-05-10T23:06:32Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Beziehungen zwischen Bund und Kantone,Staatsschutz,59.49985732,43.90679653,1884,1884-05-10T23:06:32Z
Bundesbeschluss betreffend die Patenttaxen der Handelsreisenden,1884-05-10T23:06:32Z,Staatsordnung,100,48.14813263,94,Beziehungen zwischen Bund und Kantone,150,56.40489911,3,Strukturpolitik,#N/A,59.49985732,47.78497359,1884,1884-05-10T23:06:32Z
Bundesgesetz betreffend die Organisation des eidgenössischen Justiz- und Polizeidepartements,1884-05-10T23:06:32Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Gesetzgebungsverfahren,#N/A,57.24871078,41.03769404,1884,1884-05-10T23:06:32Z
Bundesbeschluss betreffend die Vollziehung des Artikels 27 der Bundesverfassung,1882-11-25T23:06:32Z,Bildung und Forschung,1100,39.99022374,24,Schulen,1100,39.28786867,6,Beziehungen zwischen Bund und Kantone,#N/A,,35.09341037,1882,1882-11-25T23:06:32Z
Bundesgesez betreffend Massnahmen gegen gemeingefährliche Epidemien,1882-07-29T23:06:32Z,Sozialpolitik,1000,48.56855724,132,Gesundheitspolitik,1010,46.66984242,9,Beziehungen zwischen Bund und Kantone,#N/A,,21.10234608,1882,1882-07-29T23:06:32Z
Bundesbeschluss betreffend den Erfindungsschutz,1882-07-29T23:06:32Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,#N/A,#N/A,,47.47849293,1882,1882-07-29T23:06:32Z
Bundesbeschluss betreffend den durch das Volksbegehren vom 3. August 1880 gestellten Antrag auf Revision der Bundesverfassung,1880-10-30T23:06:32Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,Beziehungen zwischen Bund und Kantone,Nationalbank,,31.76575513,1880,1880-10-30T23:06:32Z
Bundesbeschluss betreffend Abänderung von Artikel 65 der Bundesverfassung (Todesstrafe),1879-05-17T23:06:32Z,Staatsordnung,100,48.14813263,94,Grundrechte,160,39.34757861,3,Strafrecht,#N/A,,52.47295674,1879,1879-05-17T23:06:32Z
Bundesgesez betreffend Gewährung von Subsidien für Alpenbahnen,1879-01-18T23:06:32Z,Verkehr und Infrastruktur,800,47.82569784,55,Schienenverkehr,800,60.33627349,4,#N/A,#N/A,,70.68972513,1879,1879-01-18T23:06:32Z
Bundesgesez betreffend die politischen Rechte der Niedergelassenen und Aufenthalter und den Verlust der politischen Rechte der Schweizerbürger,1877-10-20T23:06:32Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Grundrechte,Föderalismus,,38.15602096,1877,1877-10-20T23:06:32Z
Bundesgesez betreffend den Militärpflichtersaz,1877-10-20T23:06:32Z,Sicherheitspolitik,300,50.57895823,49,Armee (allgemein),320,51.70276136,6,Direkte Steuern,Beziehungen zwischen Bund und Kantone,,48.41299637,1877,1877-10-20T23:06:32Z
Bundesgesez betreffend die Arbeit in den Fabriken,1877-10-20T23:06:32Z,Wirtschaft,400,48.27157492,76,Arbeitsbedingungen,420,46.03557686,5,Kinder und Jugendliche,Stellung der Frau,,51.46948966,1877,1877-10-20T23:06:32Z
Bundesgesez betreffend die Militärpflichtersazsteuer,1876-07-08T23:06:32Z,Sicherheitspolitik,300,50.57895823,49,Armee (allgemein),320,51.70276136,6,Direkte Steuern,Beziehungen zwischen Bund und Kantone,,45.78699373,1876,1876-07-08T23:06:32Z
Bundesgesez über die Ausgabe und Einlösung von Banknoten,1876-04-22T23:06:32Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,Beziehungen zwischen Bund und Kantone,Nationalbank,,38.32108285,1876,1876-04-22T23:06:32Z
Bundesgesez über die politische Stimmberechtigung der Schweizerbürger,1875-05-22T23:06:32Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Grundrechte,Föderalismus,,49.42905384,1875,1875-05-22T23:06:32Z
Bundesgesez betreffend Feststellung und Beurkundung des Zivilstandes und die Ehe,1875-05-22T23:06:32Z,Staatsordnung,100,48.14813263,94,Privatrecht,160,49.87401938,3,Gesetzgebungsverfahren,Beziehungen zwischen Bund und Kantone,,50.97186493,1875,1875-05-22T23:06:32Z
Totalrevision,1874-04-18T23:06:32Z,Staatsordnung,100,48.14813263,94,Bundesverfassung,120,48.39893792,2,Beziehungen zwischen Bund und Kantone,#N/A,,63.20910719,1874,1874-04-18T23:06:32Z
Totalrevision,1872-05-11T23:06:32Z,Staatsordnung,100,48.14813263,94,Bundesverfassung,120,48.39893792,2,Beziehungen zwischen Bund und Kantone,#N/A,,49.49174005,1872,1872-05-11T23:06:32Z
Verbot der Lotterie und Hasardspiele,1866-01-13T23:06:32Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Geldspiele,#N/A,,44.02786133,1866,1866-01-13T23:06:32Z
Schutz des geistigen Eigentums,1866-01-13T23:06:32Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,Kulturpolitik,Beziehungen zwischen Bund und Kantone,,43.66230285,1866,1866-01-13T23:06:32Z
Ausschliessung einzelner Strafarten,1866-01-13T23:06:32Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Beziehungen zwischen Bund und Kantone,Grundrechte,,34.18606045,1866,1866-01-13T23:06:32Z
Glaubens- und Kultusfreiheit,1866-01-13T23:06:32Z,"Kultur, Religion, Medien",1200,42.55941099,18,Religion – Kirchen,1200,42.68994831,4,Grundrechte,#N/A,,49.47225701,1866,1866-01-13T23:06:32Z
Stimmrecht der Niedergelassenen in kantonalen Angelegenheiten,1866-01-13T23:06:32Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Grundrechte,Beziehungen zwischen Bund und Kantone,,48.08709439,1866,1866-01-13T23:06:32Z
Besteuerung und zivilrechtliche Verhältnisse der Niedergelassenen,1866-01-13T23:06:32Z,Öffentliche Finanzen,600,45.78524517,68,Steuersystem,610,49.9430591,3,Grundrechte,Beziehungen zwischen Bund und Kantone,,39.88041323,1866,1866-01-13T23:06:32Z
Stimmrecht der Niedergelassenen in Gemeindeangelegenheiten,1866-01-13T23:06:32Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Grundrechte,Beziehungen zwischen Bund und Kantone,,43.07947622,1866,1866-01-13T23:06:32Z
Gleichstellung der Juden und Naturalisierten mit Bezug auf Niederlassung,1866-01-13T23:06:32Z,"Kultur, Religion, Medien",1200,42.55941099,18,Religion – Kirchen,1200,42.68994831,4,Grundrechte,Beziehungen zwischen Bund und Kantone,,53.22931569,1866,1866-01-13T23:06:32Z
Festsetzung von Mass und Gewicht,1866-01-13T23:06:32Z,Staatsordnung,100,48.14813263,94,Beziehungen zwischen Bund und Kantone,150,56.40489911,3,#N/A,#N/A,,50.44455288,1866,1866-01-13T23:06:32Z
Totalrevision vom 12. September 1848,1848-06-05T23:06:32Z,Staatsordnung,100,48.14813263,94,Bundesverfassung,120,48.39893792,2,Beziehungen zwischen Bund und Kantone,#N/A,,,1848,1848-06-05T23:06:32Z
